Year,metro_name,code,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,FMR Percentile,statename,statecode,smallarea_status
2017,"Anniston-Oxford-Jacksonville, AL MSA",METRO11500M11500,437,474,630,818,918,40,Alabama,AL,0
2017,"Auburn-Opelika, AL MSA",METRO12220M12220,543,600,798,1075,1302,40,Alabama,AL,0
2017,"Birmingham-Hoover, AL HUD Metro FMR Area",METRO13820M13820,665,751,866,1163,1298,40,Alabama,AL,0
2017,"Chilton County, AL HUD Metro FMR Area",METRO13820N01021,484,538,621,904,1094,40,Alabama,AL,0
2017,"Columbus, GA-AL MSA",METRO17980M17980,605,648,777,1082,1369,40,Alabama,AL,0
2017,"Daphne-Fairhope-Foley, AL MSA",METRO19300M19300,807,847,977,1422,1634,40,Alabama,AL,0
2017,"Decatur, AL MSA",METRO19460M19460,427,515,640,852,894,40,Alabama,AL,0
2017,"Dothan, AL HUD Metro FMR Area",METRO20020M20020,508,511,656,883,1042,40,Alabama,AL,0
2017,"Florence-Muscle Shoals, AL MSA",METRO22520M22520,529,532,673,897,1091,40,Alabama,AL,0
2017,"Gadsden, AL MSA",METRO23460M23460,527,545,716,896,1028,40,Alabama,AL,0
2017,"Henry County, AL HUD Metro FMR Area",METRO20020N01067,513,538,621,784,1094,40,Alabama,AL,0
2017,"Huntsville, AL MSA",METRO26620M26620,541,620,746,1014,1314,40,Alabama,AL,0
2017,"Mobile, AL MSA",METRO33660M33660,727,732,892,1163,1346,40,Alabama,AL,0
2017,"Montgomery, AL MSA",METRO33860M33860,587,682,822,1054,1425,40,Alabama,AL,0
2017,"Pickens County, AL HUD Metro FMR Area",METRO46220N01107,450,467,621,853,856,40,Alabama,AL,0
2017,"Tuscaloosa, AL HUD Metro FMR Area",METRO46220M46220,566,643,782,1004,1078,40,Alabama,AL,0
2017,"Walker County, AL HUD Metro FMR Area",METRO13820N01127,500,519,641,847,979,40,Alabama,AL,0
2017,"Anchorage, AK HUD Metro FMR Area",METRO11260M11260,888,1018,1293,1882,2278,40,Alaska,AK,0
2017,"Fairbanks, AK MSA",METRO21820M21820,804,953,1267,1844,2232,40,Alaska,AK,0
2017,"Matanuska-Susitna Borough, AK HUD Metro FMR Area",METRO11260N02170,660,783,1041,1515,1834,40,Alaska,AK,0
2017,"Flagstaff, AZ MSA",METRO22380M22380,704,835,1037,1309,1551,40,Arizona,AZ,0
2017,"Lake Havasu City-Kingman, AZ MSA",METRO29420M29420,529,602,762,1092,1178,40,Arizona,AZ,0
2017,"Phoenix-Mesa-Scottsdale, AZ MSA",METRO38060M38060,624,757,944,1374,1594,40,Arizona,AZ,0
2017,"Prescott, AZ MSA",METRO39140M39140,683,688,901,1312,1370,40,Arizona,AZ,0
2017,"Sierra Vista-Douglas, AZ MSA",METRO43420M43420,594,598,747,1060,1316,40,Arizona,AZ,0
2017,"Tucson, AZ MSA",METRO46060M46060,550,652,867,1262,1493,40,Arizona,AZ,0
2017,"Yuma, AZ MSA",METRO49740M49740,639,655,870,1266,1523,40,Arizona,AZ,0
2017,"Fayetteville-Springdale-Rogers, AR HUD Metro FMR Area",METRO22220M22220,546,578,748,1079,1318,40,Arkansas,AR,0
2017,"Fort Smith, AR-OK HUD Metro FMR Area",METRO22900M22900,493,511,679,901,1100,40,Arkansas,AR,0
2017,"Grant County, AR HUD Metro FMR Area",METRO30780N05053,442,539,622,905,1096,40,Arkansas,AR,0
2017,"Hot Springs, AR MSA",METRO26300M26300,526,576,765,963,1150,40,Arkansas,AR,0
2017,"Jonesboro, AR HUD Metro FMR Area",METRO27860MM3700,466,607,735,1009,1013,40,Arkansas,AR,0
2017,"Little River County, AR HUD Metro FMR Area",METRO45500N05081,435,460,611,764,850,40,Arkansas,AR,0
2017,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",METRO30780M30780,581,673,814,1096,1304,40,Arkansas,AR,0
2017,"Memphis, TN-MS-AR HUD Metro FMR Area",METRO32820M32820,631,707,835,1137,1331,40,Arkansas,AR,0
2017,"Pine Bluff, AR MSA",METRO38220M38220,429,509,659,824,1002,40,Arkansas,AR,0
2017,"Poinsett County, AR HUD Metro FMR Area",METRO27860N05111,490,493,632,866,937,40,Arkansas,AR,0
2017,"Texarkana, TX-Texarkana, AR HUD Metro FMR Area",METRO45500M45500,502,573,720,920,1012,40,Arkansas,AR,0
2017,"Bakersfield, CA MSA",METRO12540M12540,623,650,844,1222,1470,40,California,CA,0
2017,"Chico, CA MSA",METRO17020M17020,656,729,923,1344,1614,40,California,CA,0
2017,"El Centro, CA MSA",METRO20940M20940,522,626,822,1123,1434,40,California,CA,0
2017,"Fresno, CA MSA",METRO23420M23420,670,709,887,1258,1470,40,California,CA,0
2017,"Hanford-Corcoran, CA MSA",METRO25260M25260,619,623,803,1133,1296,40,California,CA,0
2017,"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,988,1195,1545,2079,2303,40,California,CA,0
2017,"Madera, CA MSA",METRO31460M31460,667,672,893,1278,1469,40,California,CA,0
2017,"Merced, CA MSA",METRO32900M32900,522,602,776,1125,1355,40,California,CA,0
2017,"Modesto, CA MSA",METRO33700M33700,652,726,938,1340,1620,40,California,CA,0
2017,"Napa, CA MSA",METRO34900M34900,1014,1228,1598,2326,2593,40,California,CA,0
2017,"Oakland-Fremont, CA HUD Metro FMR Area",METRO41860MM5775,1435,1723,2173,3017,3477,40,California,CA,0
2017,"Oxnard-Thousand Oaks-Ventura, CA MSA",METRO37100M37100,1118,1326,1762,2510,2999,40,California,CA,0
2017,"Redding, CA MSA",METRO39820M39820,657,688,892,1298,1572,40,California,CA,0
2017,"Riverside-San Bernardino-Ontario, CA MSA",METRO40140M40140,800,957,1197,1682,2072,50,California,CA,0
2017,"Sacramento--Roseville--Arden-Arcade, CA HUD Metro FMR Area",METRO40900M40900,720,821,1036,1508,1825,40,California,CA,0
2017,"Salinas, CA MSA",METRO41500M41500,950,1133,1417,2063,2206,40,California,CA,0
2017,"San Benito County, CA HUD Metro FMR Area",METRO41940N06069,1019,1133,1490,2169,2625,40,California,CA,0
2017,"San Diego-Carlsbad, CA MSA",METRO41740M41740,1212,1342,1741,2507,3068,50,California,CA,0
2017,"San Francisco, CA HUD Metro FMR Area",METRO41860MM7360,1915,2411,3018,3927,4829,40,California,CA,0
2017,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",METRO41940M41940,1507,1773,2220,3078,3545,40,California,CA,0
2017,"San Luis Obispo-Paso Robles-Arroyo Grande, CA MSA",METRO42020M42020,887,1011,1309,1906,2289,40,California,CA,0
2017,"Santa Ana-Anaheim-Irvine, CA HUD Metro FMR Area",METRO31080MM5945,1257,1436,1813,2531,2760,40,California,CA,0
2017,"Santa Cruz-Watsonville, CA MSA",METRO42100M42100,1160,1375,1828,2425,2723,40,California,CA,0
2017,"Santa Maria-Santa Barbara, CA MSA",METRO42200M42200,1131,1323,1555,2128,2483,40,California,CA,0
2017,"Santa Rosa, CA MSA",METRO42220M42220,1047,1213,1572,2288,2770,40,California,CA,0
2017,"Stockton-Lodi, CA MSA",METRO44700M44700,617,733,967,1408,1704,40,California,CA,0
2017,"Vallejo-Fairfield, CA MSA",METRO46700M46700,830,1035,1294,1884,2280,40,California,CA,0
2017,"Visalia-Porterville, CA MSA",METRO47300M47300,663,668,873,1265,1452,40,California,CA,0
2017,"Yolo, CA HUD Metro FMR Area",METRO40900MM9270,872,884,1175,1672,2070,40,California,CA,0
2017,"Yuba City, CA MSA",METRO49700M49700,663,679,886,1290,1561,40,California,CA,0
2017,"Boulder, CO MSA",METRO14500M14500,905,1021,1240,1763,2065,40,Colorado,CO,0
2017,"Colorado Springs, CO HUD Metro FMR Area",METRO17820M17820,603,737,950,1383,1674,40,Colorado,CO,0
2017,"Denver-Aurora-Lakewood, CO MSA",METRO19740M19740,844,1031,1305,1896,2196,50,Colorado,CO,0
2017,"Fort Collins, CO MSA",METRO22660M22660,719,817,996,1450,1755,40,Colorado,CO,0
2017,"Grand Junction, CO MSA",METRO24300M24300,588,601,799,1163,1408,40,Colorado,CO,0
2017,"Greeley, CO MSA",METRO24540M24540,599,693,897,1306,1581,40,Colorado,CO,0
2017,"Pueblo, CO MSA",METRO39380M39380,599,603,802,1149,1305,40,Colorado,CO,0
2017,"Teller County, CO HUD Metro FMR Area",METRO17820N08119,697,779,1003,1425,1767,40,Colorado,CO,0
2017,"Bridgeport, CT HUD Metro FMR Area",METRO14860MM1160,834,990,1243,1572,1878,40,Connecticut,CT,0
2017,"Colchester-Lebanon, CT HUD Metro FMR Area",METRO35980MM3280,809,865,1150,1452,1699,40,Connecticut,CT,0
2017,"Danbury, CT HUD Metro FMR Area",METRO14860MM1930,888,1103,1377,1723,2161,40,Connecticut,CT,0
2017,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",METRO25540M25540,782,971,1212,1516,1707,50,Connecticut,CT,0
2017,"Milford-Ansonia-Seymour, CT HUD Metro FMR Area",METRO35300MM1160,986,1046,1295,1620,1897,40,Connecticut,CT,0
2017,"New Haven-Meriden, CT HUD Metro FMR Area",METRO35300MM5480,968,1093,1325,1708,2013,40,Connecticut,CT,0
2017,"Norwich-New London, CT HUD Metro FMR Area",METRO35980M35980,748,832,1077,1440,1645,40,Connecticut,CT,0
2017,"Southern Middlesex County, CT HUD Metro FMR Area",METRO25540MM5480,886,1029,1367,1990,2051,40,Connecticut,CT,0
2017,"Stamford-Norwalk, CT HUD Metro FMR Area",METRO14860MM8040,1242,1539,1958,2485,2934,40,Connecticut,CT,0
2017,"Waterbury, CT HUD Metro FMR Area",METRO35300MM8880,631,801,994,1244,1394,40,Connecticut,CT,0
2017,"Windham County, CT HUD Metro FMR Area",METRO49340N09015,665,725,939,1175,1294,40,Connecticut,CT,0
2017,"Dover, DE MSA",METRO20100M20100,832,899,1037,1510,1827,40,Delaware,DE,0
2017,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",METRO37980M37980,845,1003,1211,1515,1686,50,Delaware,DE,0
2017,"Sussex County, DE HUD Metro FMR Area",METRO41540N10005,618,688,915,1304,1477,40,Delaware,DE,0
2017,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",METRO47900M47900,1440,1513,1746,2300,2855,50,District of Columbia,DC,0
2017,"Baker County, FL HUD Metro FMR Area",METRO27260N12003,477,645,752,951,1266,40,Florida,FL,0
2017,"Cape Coral-Fort Myers, FL MSA",METRO15980M15980,687,741,920,1194,1331,40,Florida,FL,0
2017,"Crestview-Fort Walton Beach-Destin, FL HUD Metro FMR Area",METRO18880M18880,754,810,961,1382,1680,40,Florida,FL,0
2017,"Deltona-Daytona Beach-Ormond Beach, FL HUD Metro FMR Area",METRO19660M19660,608,764,959,1298,1454,40,Florida,FL,0
2017,"Fort Lauderdale, FL HUD Metro FMR Area",METRO33100MM2680,829,1023,1307,1883,2303,40,Florida,FL,0
2017,"Gainesville, FL MSA",METRO23540M23540,624,717,878,1177,1339,40,Florida,FL,0
2017,"Gulf County, FL HUD Metro FMR Area",METRO37460N12045,637,749,869,1134,1388,40,Florida,FL,0
2017,"Homosassa Springs, FL MSA",METRO26140M26140,576,580,766,1035,1290,40,Florida,FL,0
2017,"Jacksonville, FL HUD Metro FMR Area",METRO27260M27260,617,791,969,1283,1625,40,Florida,FL,0
2017,"Lakeland-Winter Haven, FL MSA",METRO29460M29460,636,640,838,1111,1407,40,Florida,FL,0
2017,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",METRO33100MM5000,831,1020,1295,1728,2073,40,Florida,FL,0
2017,"Naples-Immokalee-Marco Island, FL MSA",METRO34940M34940,801,973,1195,1606,1996,40,Florida,FL,0
2017,"North Port-Sarasota-Bradenton, FL MSA",METRO35840M35840,769,827,1063,1459,1772,40,Florida,FL,0
2017,"Ocala, FL MSA",METRO36100M36100,633,675,820,1103,1190,40,Florida,FL,0
2017,"Orlando-Kissimmee-Sanford, FL MSA",METRO36740M36740,766,837,1002,1333,1604,40,Florida,FL,0
2017,"Palm Bay-Melbourne-Titusville, FL MSA",METRO37340M37340,561,697,884,1222,1505,40,Florida,FL,0
2017,"Palm Coast, FL HUD Metro FMR Area",METRO19660M37380,843,848,1028,1355,1536,40,Florida,FL,0
2017,"Panama City-Lynn Haven-Panama City Beach, FL HUD Metro FMR Area",METRO37460M37460,693,813,949,1359,1609,40,Florida,FL,0
2017,"Pensacola-Ferry Pass-Brent, FL MSA",METRO37860M37860,741,749,897,1243,1581,40,Florida,FL,0
2017,"Port St. Lucie, FL MSA",METRO38940M38940,801,831,1034,1444,1777,40,Florida,FL,0
2017,"Punta Gorda, FL MSA",METRO39460M39460,630,661,878,1227,1488,40,Florida,FL,0
2017,"Sebastian-Vero Beach, FL MSA",METRO42680M42680,586,701,846,1216,1369,40,Florida,FL,0
2017,"Sebring, FL MSA",METRO42700M42700,488,561,745,1023,1027,40,Florida,FL,0
2017,"Tallahassee, FL HUD Metro FMR Area",METRO45220M45220,703,736,917,1217,1397,40,Florida,FL,0
2017,"Tampa-St. Petersburg-Clearwater, FL MSA",METRO45300M45300,714,815,1014,1341,1609,40,Florida,FL,0
2017,"The Villages, FL MSA",METRO45540M45540,527,581,734,1065,1078,40,Florida,FL,0
2017,"Wakulla County, FL HUD Metro FMR Area",METRO45220N12129,635,719,829,1081,1229,40,Florida,FL,0
2017,"Walton County, FL HUD Metro FMR Area",METRO18880N12131,682,715,825,1201,1454,40,Florida,FL,0
2017,"West Palm Beach-Boca Raton, FL HUD Metro FMR Area",METRO33100MM8960,869,1093,1370,1878,2228,50,Florida,FL,0
2017,"Albany, GA MSA",METRO10500M10500,579,616,752,1009,1043,40,Georgia,GA,0
2017,"Athens-Clarke County, GA MSA",METRO12020M12020,625,696,815,1107,1413,40,Georgia,GA,0
2017,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",METRO12060M12060,818,858,990,1299,1599,40,Georgia,GA,0
2017,"Augusta-Richmond County, GA-SC HUD Metro FMR Area",METRO12260M12260,563,618,745,1013,1313,40,Georgia,GA,0
2017,"Brunswick, GA MSA",METRO15260M15260,602,606,805,1114,1180,40,Georgia,GA,0
2017,"Butts County, GA HUD Metro FMR Area",METRO12060N13035,601,605,804,1006,1270,40,Georgia,GA,0
2017,"Chattanooga, TN-GA MSA",METRO16860M16860,562,661,822,1084,1343,40,Georgia,GA,0
2017,"Columbus, GA-AL MSA",METRO17980M17980,605,648,777,1082,1369,40,Georgia,GA,0
2017,"Dalton, GA HUD Metro FMR Area",METRO19140M19140,531,550,652,875,899,40,Georgia,GA,0
2017,"Gainesville, GA MSA",METRO23580M23580,644,682,818,1047,1134,40,Georgia,GA,0
2017,"Haralson County, GA HUD Metro FMR Area",METRO12060N13143,550,554,734,948,1086,40,Georgia,GA,0
2017,"Hinesville, GA HUD Metro FMR Area",METRO25980M25980,719,782,902,1258,1579,40,Georgia,GA,0
2017,"Lamar County, GA HUD Metro FMR Area",METRO12060N13171,472,475,627,861,864,40,Georgia,GA,0
2017,"Lincoln County, GA HUD Metro FMR Area",METRO12260N13181,463,517,596,809,1050,40,Georgia,GA,0
2017,"Long County, GA HUD Metro FMR Area",METRO25980N13183,590,641,740,1077,1304,40,Georgia,GA,0
2017,"Macon, GA HUD Metro FMR Area",METRO31420M31420,556,706,815,1088,1341,40,Georgia,GA,0
2017,"Meriwether County, GA HUD Metro FMR Area",METRO12060N13199,495,498,662,964,1009,40,Georgia,GA,0
2017,"Monroe County, GA HUD Metro FMR Area",METRO31420N13207,562,679,783,1140,1277,40,Georgia,GA,0
2017,"Morgan County, GA HUD Metro FMR Area",METRO12060N13211,587,616,711,1035,1170,40,Georgia,GA,0
2017,"Murray County, GA HUD Metro FMR Area",METRO19140N13213,468,471,611,813,1055,40,Georgia,GA,0
2017,"Peach County, GA HUD Metro FMR Area",METRO47580N13225,430,547,678,910,935,40,Georgia,GA,0
2017,"Pulaski County, GA HUD Metro FMR Area",METRO47580N13235,475,517,596,833,936,40,Georgia,GA,0
2017,"Rome, GA MSA",METRO40660M40660,497,520,666,885,1117,40,Georgia,GA,0
2017,"Savannah, GA MSA",METRO42340M42340,706,801,924,1260,1472,40,Georgia,GA,0
2017,"Valdosta, GA MSA",METRO46660M46660,538,542,694,949,1223,40,Georgia,GA,0
2017,"Warner Robins, GA HUD Metro FMR Area",METRO47580M47580,644,676,808,1034,1261,40,Georgia,GA,0
2017,"Kalawao County, HI HUD Metro FMR Area",METRO27980N15005,475,541,681,991,1200,40,Hawaii,HI,0
2017,"Maui County, HI HUD Metro FMR Area",METRO27980N15009,1115,1248,1568,2283,2763,40,Hawaii,HI,0
2017,"Urban Honolulu, HI MSA",METRO46520M46520,1333,1492,1982,2885,3473,50,Hawaii,HI,0
2017,"Boise City, ID HUD Metro FMR Area",METRO14260M14260,512,629,807,1168,1380,40,Idaho,ID,0
2017,"Butte County, ID HUD Metro FMR Area",METRO26820N16023,483,551,720,1006,1169,40,Idaho,ID,0
2017,"Coeur d'Alene, ID MSA",METRO17660M17660,558,608,808,1144,1424,40,Idaho,ID,0
2017,"Gem County, ID HUD Metro FMR Area",METRO14260N16045,464,550,731,1037,1056,40,Idaho,ID,0
2017,"Idaho Falls, ID HUD Metro FMR Area",METRO26820M26820,486,558,742,1021,1224,40,Idaho,ID,0
2017,"Lewiston, ID-WA MSA",METRO30300M30300,469,538,715,917,1150,40,Idaho,ID,0
2017,"Logan, UT-ID MSA",METRO30860M30860,440,555,681,991,1114,40,Idaho,ID,0
2017,"Pocatello, ID MSA",METRO38540M38540,432,512,681,954,1200,40,Idaho,ID,0
2017,"Bloomington, IL  HUD Metro FMR Area",METRO14010M14060,553,613,810,1099,1408,40,Illinois,IL,0
2017,"Bond County, IL HUD Metro FMR Area",METRO41180N17005,478,584,702,878,1120,40,Illinois,IL,0
2017,"Cape Girardeau, MO-IL MSA",METRO16020M16020,551,554,735,1017,1117,40,Illinois,IL,0
2017,"Champaign-Urbana, IL MSA",METRO16580M16580,544,668,829,1041,1387,40,Illinois,IL,0
2017,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",METRO16980M16980,912,1055,1232,1569,1878,50,Illinois,IL,0
2017,"Danville, IL MSA",METRO19180M19180,446,537,703,879,973,40,Illinois,IL,0
2017,"Davenport-Moline-Rock Island, IA-IL MSA",METRO19340M19340,473,578,738,969,1061,40,Illinois,IL,0
2017,"De Witt County, IL HUD Metro FMR Area",METRO14010N17039,507,510,654,853,919,40,Illinois,IL,0
2017,"Decatur, IL MSA",METRO19500M19500,442,531,697,950,977,40,Illinois,IL,0
2017,"DeKalb County, IL HUD Metro FMR Area",METRO16980MM2050,612,691,918,1273,1556,40,Illinois,IL,0
2017,"Grundy County, IL HUD Metro FMR Area",METRO16980MM3170,776,779,1036,1423,1428,40,Illinois,IL,0
2017,"Jackson County, IL HUD Metro FMR Area",METRO16060N17077,465,582,733,1007,1010,40,Illinois,IL,0
2017,"Kankakee, IL MSA",METRO28100M28100,570,676,899,1235,1474,40,Illinois,IL,0
2017,"Kendall County, IL HUD Metro FMR Area",METRO16980MM3780,822,828,1100,1574,1938,40,Illinois,IL,0
2017,"Macoupin County, IL HUD Metro FMR Area",METRO41180N17117,445,492,654,862,1001,40,Illinois,IL,0
2017,"Peoria, IL MSA",METRO37900M37900,525,604,775,983,1126,40,Illinois,IL,0
2017,"Rockford, IL MSA",METRO40420M40420,515,578,768,1018,1138,40,Illinois,IL,0
2017,"Springfield, IL MSA",METRO44100M44100,528,604,783,1023,1079,40,Illinois,IL,0
2017,"St. Louis, MO-IL HUD Metro FMR Area",METRO41180M41180,609,690,896,1188,1385,40,Illinois,IL,0
2017,"Williamson County, IL HUD Metro FMR Area",METRO16060N17199,503,506,673,960,1186,40,Illinois,IL,0
2017,"Anderson, IN HUD Metro FMR Area",METRO26900M11300,492,587,775,1005,1186,40,Indiana,IN,0
2017,"Bloomington, IN HUD Metro FMR Area",METRO14020MM1020,659,688,884,1183,1520,40,Indiana,IN,0
2017,"Carroll County, IN HUD Metro FMR Area",METRO29200N18015,511,514,666,915,918,40,Indiana,IN,0
2017,"Cincinnati, OH-KY-IN  HUD Metro FMR Area",METRO17140M17140,527,613,806,1125,1316,40,Indiana,IN,0
2017,"Columbus, IN MSA",METRO18020M18020,596,720,856,1085,1180,40,Indiana,IN,0
2017,"Elkhart-Goshen, IN MSA",METRO21140M21140,476,567,751,940,1078,40,Indiana,IN,0
2017,"Evansville, IN-KY MSA",METRO21780M21780,566,605,787,985,1085,40,Indiana,IN,0
2017,"Fort Wayne, IN MSA",METRO23060M23060,469,544,691,887,990,40,Indiana,IN,0
2017,"Gary, IN HUD Metro FMR Area",METRO16980MM2960,548,710,864,1110,1191,40,Indiana,IN,0
2017,"Indianapolis, IN HUD Metro FMR Area",METRO26900M26900,594,689,850,1140,1298,40,Indiana,IN,0
2017,"Jasper County, IN HUD Metro FMR Area",METRO16980N18073,573,576,765,957,1344,40,Indiana,IN,0
2017,"Kokomo, IN MSA",METRO29020M29020,515,561,745,1007,1027,40,Indiana,IN,0
2017,"Lafayette-West Lafayette, IN HUD Metro FMR Area",METRO29200M29140,613,682,827,1132,1433,40,Indiana,IN,0
2017,"Louisville, KY-IN HUD Metro FMR Area",METRO31140M31140,551,629,793,1085,1230,40,Indiana,IN,0
2017,"Michigan City-La Porte, IN MSA",METRO33140M33140,463,548,729,921,1005,40,Indiana,IN,0
2017,"Muncie, IN MSA",METRO34620M34620,486,527,693,904,1099,40,Indiana,IN,0
2017,"Owen County, IN HUD Metro FMR Area",METRO14020N18119,479,579,725,958,1277,40,Indiana,IN,0
2017,"Putnam County, IN HUD Metro FMR Area",METRO26900N18133,540,544,690,1004,1110,40,Indiana,IN,0
2017,"Scott County, IN HUD Metro FMR Area",METRO31140N18143,509,546,726,999,1211,40,Indiana,IN,0
2017,"South Bend-Mishawaka, IN HUD Metro FMR Area",METRO43780M43780,502,635,792,1014,1092,40,Indiana,IN,0
2017,"Sullivan County, IN HUD Metro FMR Area",METRO45460N18153,489,620,770,963,1061,40,Indiana,IN,0
2017,"Terre Haute, IN HUD Metro FMR Area",METRO45460M45460,481,594,758,982,1045,40,Indiana,IN,0
2017,"Union County, IN HUD Metro FMR Area",METRO17140N18161,435,577,666,833,999,40,Indiana,IN,0
2017,"Washington County, IN HUD Metro FMR Area",METRO31140N18175,467,546,666,923,1037,40,Indiana,IN,0
2017,"Ames, IA MSA",METRO11180M11180,526,663,805,1106,1329,40,Iowa,IA,0
2017,"Benton County, IA HUD Metro FMR Area",METRO16300N19011,491,515,646,878,936,40,Iowa,IA,0
2017,"Bremer County, IA HUD Metro FMR Area",METRO47940N19017,461,529,678,982,1096,40,Iowa,IA,0
2017,"Cedar Rapids, IA HUD Metro FMR Area",METRO16300M16300,485,575,764,1088,1168,40,Iowa,IA,0
2017,"Davenport-Moline-Rock Island, IA-IL MSA",METRO19340M19340,473,578,738,969,1061,40,Iowa,IA,0
2017,"Des Moines-West Des Moines, IA MSA",METRO19780M19780,566,669,824,1117,1216,40,Iowa,IA,0
2017,"Dubuque, IA MSA",METRO20220M20220,524,616,819,1058,1235,40,Iowa,IA,0
2017,"Iowa City, IA HUD Metro FMR Area",METRO26980MM3500,649,771,1012,1473,1783,40,Iowa,IA,0
2017,"Jones County, IA HUD Metro FMR Area",METRO16300N19105,412,488,649,857,1015,40,Iowa,IA,0
2017,"Omaha-Council Bluffs, NE-IA HUD Metro FMR Area",METRO36540M36540,568,715,894,1203,1315,40,Iowa,IA,0
2017,"Plymouth County, IA HUD Metro FMR Area",METRO43580N19149,419,497,661,827,911,40,Iowa,IA,0
2017,"Sioux City, IA-NE-SD HUD Metro FMR Area",METRO43580M43580,478,567,753,942,1038,40,Iowa,IA,0
2017,"Washington County, IA HUD Metro FMR Area",METRO26980N19183,521,603,801,1028,1332,40,Iowa,IA,0
2017,"Waterloo-Cedar Falls, IA HUD Metro FMR Area",METRO47940M47940,496,597,755,986,1222,40,Iowa,IA,0
2017,"Kansas City, MO-KS HUD Metro FMR Area",METRO28140M28140,609,772,946,1293,1463,50,Kansas,KS,0
2017,"Kingman County, KS HUD Metro FMR Area",METRO48620N20095,432,512,681,887,1079,40,Kansas,KS,0
2017,"Lawrence, KS MSA",METRO29940M29940,544,640,845,1230,1489,40,Kansas,KS,0
2017,"Manhattan, KS MSA",METRO31740M31740,627,631,837,1210,1471,40,Kansas,KS,0
2017,"St. Joseph, MO-KS MSA",METRO41140M41140,498,547,712,902,1114,40,Kansas,KS,0
2017,"Sumner County, KS HUD Metro FMR Area",METRO48620N20191,432,512,681,852,1058,40,Kansas,KS,0
2017,"Topeka, KS MSA",METRO45820M45820,482,576,760,1028,1244,40,Kansas,KS,0
2017,"Wichita, KS HUD Metro FMR Area",METRO48620M48620,485,575,764,1041,1206,40,Kansas,KS,0
2017,"Allen County, KY HUD Metro FMR Area",METRO14540N21003,442,490,620,883,1005,40,Kentucky,KY,0
2017,"Bowling Green, KY HUD Metro FMR Area",METRO14540M14540,515,555,704,960,1151,40,Kentucky,KY,0
2017,"Butler County, KY HUD Metro FMR Area",METRO14540N21031,442,490,620,853,1090,40,Kentucky,KY,0
2017,"Cincinnati, OH-KY-IN  HUD Metro FMR Area",METRO17140M17140,527,613,806,1125,1316,40,Kentucky,KY,0
2017,"Clarksville, TN-KY MSA",METRO17300M17300,487,596,768,1056,1173,40,Kentucky,KY,0
2017,"Elizabethtown, KY HUD Metro FMR Area",METRO21060M21060,530,566,752,1095,1325,40,Kentucky,KY,0
2017,"Evansville, IN-KY MSA",METRO21780M21780,566,605,787,985,1085,40,Kentucky,KY,0
2017,"Grant County, KY HUD Metro FMR Area",METRO17140MM3020,484,557,740,1077,1162,40,Kentucky,KY,0
2017,"Huntington-Ashland, WV-KY-OH HUD Metro FMR Area",METRO26580M26580,465,569,697,944,1134,40,Kentucky,KY,0
2017,"Lexington-Fayette, KY MSA",METRO30460M30460,528,605,775,1108,1366,40,Kentucky,KY,0
2017,"Louisville, KY-IN HUD Metro FMR Area",METRO31140M31140,551,629,793,1085,1230,40,Kentucky,KY,0
2017,"Meade County, KY HUD Metro FMR Area",METRO21060N21163,482,536,713,1038,1256,40,Kentucky,KY,0
2017,"Owensboro, KY MSA",METRO36980M36980,510,514,683,858,1047,40,Kentucky,KY,0
2017,"Shelby County, KY HUD Metro FMR Area",METRO31140N21211,514,551,733,1041,1228,40,Kentucky,KY,0
2017,"Acadia Parish, LA HUD Metro FMR Area",METRO29180N22001,410,454,604,841,853,40,Louisiana,LA,0
2017,"Alexandria, LA MSA",METRO10780M10780,595,634,800,1065,1251,40,Louisiana,LA,0
2017,"Baton Rouge, LA HUD Metro FMR Area",METRO12940M12940,604,742,856,1084,1360,40,Louisiana,LA,0
2017,"Hammond, LA MSA",METRO25220M25220,606,610,789,987,1120,40,Louisiana,LA,0
2017,"Houma-Thibodaux, LA MSA",METRO26380M26380,662,666,869,1198,1449,40,Louisiana,LA,0
2017,"Iberia Parish, LA HUD Metro FMR Area",METRO29180N22045,515,518,689,862,951,40,Louisiana,LA,0
2017,"Iberville Parish, LA HUD Metro FMR Area",METRO12940N22047,472,501,666,834,1044,40,Louisiana,LA,0
2017,"Lafayette, LA HUD Metro FMR Area",METRO29180M29180,588,731,843,1103,1264,40,Louisiana,LA,0
2017,"Lake Charles, LA MSA",METRO29340M29340,499,630,786,1021,1160,40,Louisiana,LA,0
2017,"Monroe, LA MSA",METRO33740M33740,622,626,809,1027,1115,40,Louisiana,LA,0
2017,"New Orleans-Metairie, LA HUD Metro FMR Area",METRO35380M35380,682,796,964,1234,1448,40,Louisiana,LA,0
