Year,metro_name,code,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,FMR Percentile,statename,statecode,smallarea_status
2017,"Culpeper County, VA HUD Metro FMR Area",METRO47900N51047,824,864,997,1391,1757,40,Virginia,VA,0
2017,"Floyd County, VA HUD Metro FMR Area",METRO13980N51063,518,549,633,792,1115,40,Virginia,VA,0
2017,"Franklin County, VA HUD Metro FMR Area",METRO40220N51067,490,558,741,1023,1207,40,Virginia,VA,0
2017,"Giles County, VA HUD Metro FMR Area",METRO13980N51071,443,522,659,838,1131,40,Virginia,VA,0
2017,"Harrisonburg, VA MSA",METRO25500M25500,626,630,803,1082,1415,40,Virginia,VA,0
2017,"Kingsport-Bristol-Bristol, TN-VA MSA",METRO28700M28700,453,479,636,836,914,40,Virginia,VA,0
2017,"Lynchburg, VA MSA",METRO31340M31340,575,634,789,1069,1234,40,Virginia,VA,0
2017,"Pulaski County, VA HUD Metro FMR Area",METRO13980N51155,522,552,637,817,1122,40,Virginia,VA,0
2017,"Rappahannock County, VA HUD Metro FMR Area",METRO47900N51157,864,870,1097,1372,1933,40,Virginia,VA,0
2017,"Richmond, VA MSA",METRO40060M40060,830,871,1005,1332,1623,40,Virginia,VA,0
2017,"Roanoke, VA HUD Metro FMR Area",METRO40220M40220,572,692,876,1196,1344,40,Virginia,VA,0
2017,"Staunton-Waynesboro, VA MSA",METRO44420M44420,625,640,824,1116,1136,40,Virginia,VA,0
2017,"Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",METRO47260M47260,934,939,1130,1577,1968,50,Virginia,VA,0
2017,"Warren County, VA HUD Metro FMR Area",METRO47900MM8820,738,743,987,1437,1448,40,Virginia,VA,0
2017,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",METRO47900M47900,1440,1513,1746,2300,2855,50,Virginia,VA,0
2017,"Winchester, VA-WV MSA",METRO49020M49020,775,780,1037,1489,1827,40,Virginia,VA,0
2017,"Bellingham, WA MSA",METRO13380M13380,659,747,968,1409,1706,40,Washington,WA,0
2017,"Bremerton-Silverdale, WA MSA",METRO14740M14740,659,803,1039,1484,1738,40,Washington,WA,0
2017,"Columbia County, WA HUD Metro FMR Area",METRO47460N53013,486,545,725,966,1109,40,Washington,WA,0
2017,"Kennewick-Richland, WA MSA",METRO28420M28420,565,687,850,1161,1498,40,Washington,WA,0
2017,"Lewiston, ID-WA MSA",METRO30300M30300,469,538,715,917,1150,40,Washington,WA,0
2017,"Longview, WA MSA",METRO31020M31020,494,605,745,1085,1313,40,Washington,WA,0
2017,"Mount Vernon-Anacortes, WA MSA",METRO34580M34580,663,728,958,1338,1532,40,Washington,WA,0
2017,"Olympia-Tumwater, WA MSA",METRO36500M36500,784,866,1071,1559,1887,40,Washington,WA,0
2017,"Pend Oreille County, WA HUD Metro FMR Area",METRO44060N53051,465,551,733,1067,1163,40,Washington,WA,0
2017,"Portland-Vancouver-Hillsboro, OR-WA MSA",METRO38900M38900,946,1053,1242,1808,2188,40,Washington,WA,0
2017,"Seattle-Bellevue, WA HUD Metro FMR Area",METRO42660MM7600,1093,1249,1544,2240,2654,40,Washington,WA,0
2017,"Spokane, WA HUD Metro FMR Area",METRO44060M44060,551,654,869,1250,1411,50,Washington,WA,0
2017,"Stevens County, WA HUD Metro FMR Area",METRO44060N53065,528,557,709,1004,1103,40,Washington,WA,0
2017,"Tacoma, WA HUD Metro FMR Area",METRO42660MM8200,766,885,1142,1662,2012,50,Washington,WA,0
2017,"Walla Walla County, WA HUD Metro FMR Area",METRO47460N53071,526,576,766,1115,1306,40,Washington,WA,0
2017,"Wenatchee, WA MSA",METRO48300M48300,541,608,808,1099,1264,40,Washington,WA,0
2017,"Yakima, WA MSA",METRO49420M49420,538,628,814,1123,1290,40,Washington,WA,0
2017,"Boone County, WV HUD Metro FMR Area",METRO16620N54005,432,512,681,852,939,40,West Virginia,WV,0
2017,"Charleston, WV HUD Metro FMR Area",METRO16620M16620,473,614,746,933,1028,40,West Virginia,WV,0
2017,"Cumberland, MD-WV MSA",METRO19060M19060,511,592,683,934,1193,40,West Virginia,WV,0
2017,"Fayette County, WV HUD Metro FMR Area",METRO13220N54019,432,514,681,899,1164,40,West Virginia,WV,0
2017,"Huntington-Ashland, WV-KY-OH HUD Metro FMR Area",METRO26580M26580,465,569,697,944,1134,40,West Virginia,WV,0
2017,"Jefferson County, WV HUD Metro FMR Area",METRO47900MM3630,727,732,912,1328,1546,40,West Virginia,WV,0
2017,"Lincoln County, WV HUD Metro FMR Area",METRO26580M54043,486,516,681,915,939,40,West Virginia,WV,0
2017,"Martinsburg, WV HUD Metro FMR Area",METRO25180MM0877,676,779,941,1370,1658,40,West Virginia,WV,0
2017,"Morgantown, WV MSA",METRO34060M34060,619,719,829,1083,1143,40,West Virginia,WV,0
2017,"Parkersburg-Vienna, WV MSA",METRO37620M37620,575,614,745,1061,1163,40,West Virginia,WV,0
2017,"Putnam County, WV HUD Metro FMR Area",METRO26580M54079,661,665,845,1096,1165,40,West Virginia,WV,0
2017,"Raleigh County, WV HUD Metro FMR Area",METRO13220N54081,548,606,699,874,975,40,West Virginia,WV,0
2017,"Weirton-Steubenville, WV-OH MSA",METRO48260M48260,485,581,713,930,1005,40,West Virginia,WV,0
2017,"Wheeling, WV-OH MSA",METRO48540M48540,625,627,756,963,1050,40,West Virginia,WV,0
2017,"Winchester, VA-WV MSA",METRO49020M49020,775,780,1037,1489,1827,40,West Virginia,WV,0
2017,"Appleton, WI MSA",METRO11540M11540,462,575,728,1060,1077,40,Wisconsin,WI,0
2017,"Columbia County, WI HUD Metro FMR Area",METRO31540N55021,501,594,790,1141,1163,40,Wisconsin,WI,0
2017,"Duluth, MN-WI MSA",METRO20260M20260,520,603,771,1001,1201,40,Wisconsin,WI,0
2017,"Eau Claire, WI MSA",METRO20740M20740,492,590,776,1090,1282,40,Wisconsin,WI,0
2017,"Fond du Lac, WI MSA",METRO22540M22540,519,575,751,980,1121,40,Wisconsin,WI,0
2017,"Green Bay, WI HUD Metro FMR Area",METRO24580M24580,474,557,738,1035,1039,40,Wisconsin,WI,0
2017,"Green County, WI HUD Metro FMR Area",METRO31540N55045,501,527,700,945,1022,40,Wisconsin,WI,0
2017,"Iowa County, WI HUD Metro FMR Area",METRO31540N55049,524,555,738,923,1017,40,Wisconsin,WI,0
2017,"Janesville-Beloit, WI MSA",METRO27500M27500,525,592,767,1000,1057,40,Wisconsin,WI,0
2017,"Kenosha County, WI HUD Metro FMR Area",METRO16980MM3800,565,670,890,1223,1437,40,Wisconsin,WI,0
2017,"La Crosse-Onalaska, WI-MN MSA",METRO29100M29100,516,612,814,1162,1434,40,Wisconsin,WI,0
2017,"Madison, WI HUD Metro FMR Area",METRO31540M31540,673,813,964,1342,1549,40,Wisconsin,WI,0
2017,"Milwaukee-Waukesha-West Allis, WI MSA",METRO33340M33340,615,748,927,1168,1311,50,Wisconsin,WI,0
2017,"Minneapolis-St. Paul-Bloomington, MN-WI HUD Metro FMR Area",METRO33460M33460,699,862,1086,1538,1799,40,Wisconsin,WI,0
2017,"Oconto County, WI HUD Metro FMR Area",METRO24580N55083,539,581,681,972,980,40,Wisconsin,WI,0
2017,"Oshkosh-Neenah, WI MSA",METRO36780M36780,560,592,752,998,1294,40,Wisconsin,WI,0
2017,"Racine, WI MSA",METRO39540M39540,539,584,776,1051,1070,40,Wisconsin,WI,0
2017,"Sheboygan, WI MSA",METRO43100M43100,448,554,706,883,975,40,Wisconsin,WI,0
2017,"Wausau, WI MSA",METRO48140M48140,457,562,721,904,1072,40,Wisconsin,WI,0
2017,"Casper, WY MSA",METRO16220M16220,651,746,918,1266,1573,40,Wyoming,WY,0
2017,"Cheyenne, WY MSA",METRO16940M16940,607,636,845,1182,1377,40,Wyoming,WY,0
2018,"Anniston-Oxford-Jacksonville, AL MSA",METRO11500M11500,477,511,679,887,1035,40,Alabama,AL,0
2018,"Auburn-Opelika, AL MSA",METRO12220M12220,557,633,827,1107,1339,40,Alabama,AL,0
2018,"Birmingham-Hoover, AL HUD Metro FMR Area",METRO13820M13820,692,768,882,1176,1315,40,Alabama,AL,0
2018,"Chilton County, AL HUD Metro FMR Area",METRO13820N01021,506,551,633,921,1115,40,Alabama,AL,0
2018,"Columbus, GA-AL MSA",METRO17980M17980,621,685,823,1142,1450,40,Alabama,AL,0
2018,"Daphne-Fairhope-Foley, AL MSA",METRO19300M19300,729,762,879,1280,1471,40,Alabama,AL,0
2018,"Decatur, AL MSA",METRO19460M19460,443,523,669,873,926,40,Alabama,AL,0
2018,"Dothan, AL HUD Metro FMR Area",METRO20020M20020,531,535,695,934,1090,40,Alabama,AL,0
2018,"Florence-Muscle Shoals, AL MSA",METRO22520M22520,526,529,669,887,1110,40,Alabama,AL,0
2018,"Gadsden, AL MSA",METRO23460M23460,494,497,661,829,972,40,Alabama,AL,0
2018,"Henry County, AL HUD Metro FMR Area",METRO20020N01067,538,554,636,797,1120,40,Alabama,AL,0
2018,"Huntsville, AL MSA",METRO26620M26620,521,603,717,966,1263,40,Alabama,AL,0
2018,"Mobile, AL MSA",METRO33660M33660,679,683,840,1102,1276,40,Alabama,AL,0
2018,"Montgomery, AL MSA",METRO33860M33860,588,691,829,1055,1451,40,Alabama,AL,0
2018,"Pickens County, AL HUD Metro FMR Area",METRO46220N01107,451,456,606,822,825,40,Alabama,AL,0
2018,"Tuscaloosa, AL HUD Metro FMR Area",METRO46220M46220,599,660,805,1034,1096,40,Alabama,AL,0
2018,"Walker County, AL HUD Metro FMR Area",METRO13820N01127,502,505,655,828,979,40,Alabama,AL,0
2018,"Anchorage, AK HUD Metro FMR Area",METRO11260M11260,923,1035,1337,1945,2355,40,Alaska,AK,0
2018,"Fairbanks, AK MSA",METRO21820M21820,873,1029,1368,1990,2409,40,Alaska,AK,0
2018,"Matanuska-Susitna Borough, AK HUD Metro FMR Area",METRO11260N02170,740,835,1111,1616,1957,40,Alaska,AK,0
2018,"Flagstaff, AZ MSA",METRO22380M22380,782,920,1129,1446,1719,40,Arizona,AZ,0
2018,"Lake Havasu City-Kingman, AZ MSA",METRO29420M29420,564,626,797,1145,1264,40,Arizona,AZ,0
2018,"Phoenix-Mesa-Scottsdale, AZ MSA",METRO38060M38060,684,815,1013,1474,1697,40,Arizona,AZ,0
2018,"Prescott, AZ MSA",METRO39140M39140,665,670,891,1271,1275,40,Arizona,AZ,0
2018,"Sierra Vista-Douglas, AZ MSA",METRO43420M43420,617,621,779,1133,1372,40,Arizona,AZ,0
2018,"Tucson, AZ MSA",METRO46060M46060,545,642,854,1242,1463,40,Arizona,AZ,0
2018,"Yuma, AZ MSA",METRO49740M49740,583,601,800,1164,1409,40,Arizona,AZ,0
2018,"Fayetteville-Springdale-Rogers, AR HUD Metro FMR Area",METRO22220M22220,524,558,723,1039,1273,40,Arkansas,AR,0
2018,"Fort Smith, AR-OK HUD Metro FMR Area",METRO22900M22900,486,524,697,944,1124,40,Arkansas,AR,0
2018,"Grant County, AR HUD Metro FMR Area",METRO30780N05053,470,566,650,938,1050,40,Arkansas,AR,0
2018,"Hot Springs, AR MSA",METRO26300M26300,531,580,771,967,1123,40,Arkansas,AR,0
2018,"Jonesboro, AR HUD Metro FMR Area",METRO27860MM3700,493,613,743,1046,1047,40,Arkansas,AR,0
2018,"Little River County, AR HUD Metro FMR Area",METRO45500N05081,450,476,633,804,918,40,Arkansas,AR,0
2018,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",METRO30780M30780,585,676,811,1086,1289,40,Arkansas,AR,0
2018,"Memphis, TN-MS-AR HUD Metro FMR Area",METRO32820M32820,628,705,833,1136,1316,40,Arkansas,AR,0
2018,"Pine Bluff, AR MSA",METRO38220M38220,479,537,691,866,1076,40,Arkansas,AR,0
2018,"Poinsett County, AR HUD Metro FMR Area",METRO27860N05111,473,476,633,859,862,40,Arkansas,AR,0
2018,"Texarkana, TX-Texarkana, AR HUD Metro FMR Area",METRO45500M45500,558,627,795,1022,1178,40,Arkansas,AR,0
2018,"Bakersfield, CA MSA",METRO12540M12540,672,695,904,1303,1550,40,California,CA,0
2018,"Chico, CA MSA",METRO17020M17020,712,785,992,1443,1689,40,California,CA,0
2018,"El Centro, CA MSA",METRO20940M20940,575,687,901,1199,1564,40,California,CA,0
2018,"Fresno, CA MSA",METRO23420M23420,697,771,958,1368,1599,40,California,CA,0
2018,"Hanford-Corcoran, CA MSA",METRO25260M25260,747,752,929,1331,1496,40,California,CA,0
2018,"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",METRO31080MM4480,1067,1284,1663,2231,2467,40,California,CA,0
2018,"Madera, CA MSA",METRO31460M31460,718,723,962,1361,1548,40,California,CA,0
2018,"Merced, CA MSA",METRO32900M32900,542,623,790,1149,1368,40,California,CA,0
2018,"Modesto, CA MSA",METRO33700M33700,727,809,1035,1478,1772,40,California,CA,0
2018,"Napa, CA MSA",METRO34900M34900,1005,1196,1575,2286,2533,40,California,CA,0
2018,"Oakland-Fremont, CA HUD Metro FMR Area",METRO41860MM5775,1540,1855,2329,3219,3946,40,California,CA,0
2018,"Oxnard-Thousand Oaks-Ventura, CA MSA",METRO37100M37100,1109,1308,1739,2455,2938,40,California,CA,0
2018,"Redding, CA MSA",METRO39820M39820,658,713,915,1331,1612,40,California,CA,0
2018,"Riverside-San Bernardino-Ontario, CA MSA",METRO40140M40140,768,926,1156,1618,2004,40,California,CA,0
2018,"Sacramento--Roseville--Arden-Arcade, CA HUD Metro FMR Area",METRO40900M40900,757,860,1086,1580,1913,40,California,CA,1
2018,"Salinas, CA MSA",METRO41500M41500,986,1146,1433,2074,2215,40,California,CA,0
2018,"San Benito County, CA HUD Metro FMR Area",METRO41940N06069,1269,1277,1699,2471,2992,40,California,CA,0
2018,"San Diego-Carlsbad, CA MSA",METRO41740M41740,1257,1400,1816,2612,3198,50,California,CA,1
2018,"San Francisco, CA HUD Metro FMR Area",METRO41860MM7360,2014,2499,3121,4070,4346,40,California,CA,0
2018,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",METRO41940M41940,1716,2031,2522,3468,3942,40,California,CA,0
2018,"San Luis Obispo-Paso Robles-Arroyo Grande, CA MSA",METRO42020M42020,971,1107,1427,2076,2513,40,California,CA,0
2018,"Santa Ana-Anaheim-Irvine, CA HUD Metro FMR Area",METRO31080MM5945,1294,1493,1876,2626,3045,40,California,CA,0
2018,"Santa Cruz-Watsonville, CA MSA",METRO42100M42100,1253,1477,1965,2615,2961,40,California,CA,0
2018,"Santa Maria-Santa Barbara, CA MSA",METRO42200M42200,1393,1636,1917,2603,3030,40,California,CA,0
2018,"Santa Rosa, CA MSA",METRO42220M42220,1224,1420,1843,2681,3246,40,California,CA,0
2018,"Stockton-Lodi, CA MSA",METRO44700M44700,631,746,990,1440,1744,40,California,CA,0
2018,"Vallejo-Fairfield, CA MSA",METRO46700M46700,874,1087,1341,1951,2361,40,California,CA,0
2018,"Visalia-Porterville, CA MSA",METRO47300M47300,629,633,842,1194,1396,40,California,CA,0
2018,"Yolo, CA HUD Metro FMR Area",METRO40900MM9270,848,905,1203,1706,2119,40,California,CA,0
2018,"Yuba City, CA MSA",METRO49700M49700,674,678,887,1290,1562,40,California,CA,0
2018,"Boulder, CO MSA",METRO14500M14500,1084,1195,1461,2056,2350,40,Colorado,CO,0
2018,"Colorado Springs, CO HUD Metro FMR Area",METRO17820M17820,651,793,1020,1484,1797,40,Colorado,CO,1
2018,"Denver-Aurora-Lakewood, CO MSA",METRO19740M19740,938,1127,1418,2031,2351,40,Colorado,CO,0
2018,"Fort Collins, CO MSA",METRO22660M22660,782,905,1106,1609,1948,40,Colorado,CO,0
2018,"Grand Junction, CO MSA",METRO24300M24300,589,635,844,1228,1487,40,Colorado,CO,0
2018,"Greeley, CO MSA",METRO24540M24540,625,744,937,1363,1650,40,Colorado,CO,0
2018,"Pueblo, CO MSA",METRO39380M39380,575,579,770,1090,1244,40,Colorado,CO,0
2018,"Teller County, CO HUD Metro FMR Area",METRO17820N08119,666,803,1044,1503,1839,40,Colorado,CO,0
2018,"Bridgeport, CT HUD Metro FMR Area",METRO14860MM1160,846,1010,1272,1595,1969,40,Connecticut,CT,0
2018,"Colchester-Lebanon, CT HUD Metro FMR Area",METRO35980MM3280,904,971,1291,1791,1932,40,Connecticut,CT,0
2018,"Danbury, CT HUD Metro FMR Area",METRO14860MM1930,1026,1280,1609,2017,2512,40,Connecticut,CT,0
2018,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",METRO25540M25540,752,929,1158,1452,1620,40,Connecticut,CT,1
2018,"Milford-Ansonia-Seymour, CT HUD Metro FMR Area",METRO35300MM1160,913,1063,1310,1642,1942,40,Connecticut,CT,0
2018,"New Haven-Meriden, CT HUD Metro FMR Area",METRO35300MM5480,965,1074,1299,1662,1979,40,Connecticut,CT,0
2018,"Norwich-New London, CT HUD Metro FMR Area",METRO35980M35980,840,928,1190,1575,1837,40,Connecticut,CT,0
2018,"Southern Middlesex County, CT HUD Metro FMR Area",METRO25540MM5480,884,1042,1386,2016,2441,40,Connecticut,CT,0
2018,"Stamford-Norwalk, CT HUD Metro FMR Area",METRO14860MM8040,1267,1571,1986,2544,3029,40,Connecticut,CT,0
2018,"Waterbury, CT HUD Metro FMR Area",METRO35300MM8880,669,852,1049,1315,1442,40,Connecticut,CT,0
2018,"Windham County, CT HUD Metro FMR Area",METRO49340N09015,861,903,1049,1315,1429,40,Connecticut,CT,0
2018,"Dover, DE MSA",METRO20100M20100,771,809,933,1359,1644,40,Delaware,DE,0
2018,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",METRO37980M37980,883,1047,1266,1587,1787,50,Delaware,DE,1
2018,"Sussex County, DE HUD Metro FMR Area",METRO41540N10005,596,691,900,1309,1471,40,Delaware,DE,0
2018,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",METRO47900M47900,1504,1561,1793,2353,2902,50,District of Columbia,DC,1
2018,"Baker County, FL HUD Metro FMR Area",METRO27260N12003,473,632,741,929,1247,40,Florida,FL,0
2018,"Cape Coral-Fort Myers, FL MSA",METRO15980M15980,701,773,956,1240,1415,40,Florida,FL,0
2018,"Crestview-Fort Walton Beach-Destin, FL HUD Metro FMR Area",METRO18880M18880,849,858,1003,1431,1767,40,Florida,FL,0
2018,"Deltona-Daytona Beach-Ormond Beach, FL HUD Metro FMR Area",METRO19660M19660,609,768,955,1287,1468,40,Florida,FL,0
2018,"Fort Lauderdale, FL HUD Metro FMR Area",METRO33100MM2680,889,1086,1387,2015,2443,40,Florida,FL,1
2018,"Gainesville, FL MSA",METRO23540M23540,648,725,894,1174,1326,40,Florida,FL,0
2018,"Gulf County, FL HUD Metro FMR Area",METRO37460N12045,662,674,890,1122,1372,40,Florida,FL,0
2018,"Homosassa Springs, FL MSA",METRO26140M26140,596,600,798,1105,1398,40,Florida,FL,0
2018,"Jacksonville, FL HUD Metro FMR Area",METRO27260M27260,604,775,947,1248,1590,40,Florida,FL,1
2018,"Lakeland-Winter Haven, FL MSA",METRO29460M29460,648,652,859,1135,1423,40,Florida,FL,0
2018,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",METRO33100MM5000,871,1066,1351,1796,2173,40,Florida,FL,0
2018,"Naples-Immokalee-Marco Island, FL MSA",METRO34940M34940,778,996,1220,1630,1978,40,Florida,FL,0
2018,"North Port-Sarasota-Bradenton, FL MSA",METRO35840M35840,766,841,1078,1473,1774,40,Florida,FL,1
2018,"Ocala, FL MSA",METRO36100M36100,602,674,815,1092,1191,40,Florida,FL,0
2018,"Orlando-Kissimmee-Sanford, FL MSA",METRO36740M36740,849,919,1096,1458,1745,40,Florida,FL,0
2018,"Palm Bay-Melbourne-Titusville, FL MSA",METRO37340M37340,649,803,1018,1405,1726,40,Florida,FL,1
2018,"Palm Coast, FL HUD Metro FMR Area",METRO19660M37380,811,816,967,1299,1462,40,Florida,FL,0
2018,"Panama City-Lynn Haven-Panama City Beach, FL HUD Metro FMR Area",METRO37460M37460,731,857,995,1421,1617,40,Florida,FL,0
2018,"Pensacola-Ferry Pass-Brent, FL MSA",METRO37860M37860,702,706,846,1186,1490,40,Florida,FL,0
2018,"Port St. Lucie, FL MSA",METRO38940M38940,786,825,1032,1444,1776,40,Florida,FL,0
2018,"Punta Gorda, FL MSA",METRO39460M39460,642,671,885,1250,1559,40,Florida,FL,0
2018,"Sebastian-Vero Beach, FL MSA",METRO42680M42680,589,744,892,1267,1440,40,Florida,FL,0
2018,"Sebring, FL MSA",METRO42700M42700,504,594,790,1060,1107,40,Florida,FL,0
2018,"Tallahassee, FL HUD Metro FMR Area",METRO45220M45220,728,771,958,1279,1413,40,Florida,FL,0
2018,"Tampa-St. Petersburg-Clearwater, FL MSA",METRO45300M45300,765,842,1045,1373,1656,40,Florida,FL,1
2018,"The Villages, FL MSA",METRO45540M45540,549,593,757,1083,1087,40,Florida,FL,0
2018,"Wakulla County, FL HUD Metro FMR Area",METRO45220N12129,673,774,889,1115,1318,40,Florida,FL,0
2018,"Walton County, FL HUD Metro FMR Area",METRO18880N12131,723,744,854,1242,1504,40,Florida,FL,0
2018,"West Palm Beach-Boca Raton, FL HUD Metro FMR Area",METRO33100MM8960,912,1136,1422,1943,2273,50,Florida,FL,1
2018,"Albany, GA MSA",METRO10500M10500,562,588,716,950,1014,40,Georgia,GA,0
2018,"Athens-Clarke County, GA MSA",METRO12020M12020,613,666,783,1054,1353,40,Georgia,GA,0
2018,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",METRO12060M12060,873,898,1031,1344,1651,40,Georgia,GA,1
2018,"Augusta-Richmond County, GA-SC HUD Metro FMR Area",METRO12260M12260,617,636,771,1053,1358,40,Georgia,GA,0
2018,"Brunswick, GA MSA",METRO15260M15260,580,583,752,1050,1091,40,Georgia,GA,0
2018,"Butts County, GA HUD Metro FMR Area",METRO12060N13035,657,662,880,1108,1452,40,Georgia,GA,0
2018,"Chattanooga, TN-GA MSA",METRO16860M16860,542,656,806,1053,1302,40,Georgia,GA,0
2018,"Columbus, GA-AL MSA",METRO17980M17980,621,685,823,1142,1450,40,Georgia,GA,0
2018,"Dalton, GA HUD Metro FMR Area",METRO19140M19140,563,597,696,959,998,40,Georgia,GA,0
2018,"Gainesville, GA MSA",METRO23580M23580,682,725,847,1108,1190,40,Georgia,GA,0
2018,"Haralson County, GA HUD Metro FMR Area",METRO12060N13143,621,625,803,1007,1200,40,Georgia,GA,0
2018,"Hinesville, GA HUD Metro FMR Area",METRO25980M25980,647,731,840,1179,1479,40,Georgia,GA,0
2018,"Lamar County, GA HUD Metro FMR Area",METRO12060N13171,537,540,695,943,947,40,Georgia,GA,0
2018,"Lincoln County, GA HUD Metro FMR Area",METRO12260N13181,529,574,659,959,1161,40,Georgia,GA,0
2018,"Long County, GA HUD Metro FMR Area",METRO25980N13183,531,577,666,969,1174,40,Georgia,GA,0
2018,"Macon, GA HUD Metro FMR Area",METRO31420M31420,528,677,778,1040,1250,40,Georgia,GA,0
2018,"Meriwether County, GA HUD Metro FMR Area",METRO12060N13199,539,543,722,1050,1141,40,Georgia,GA,0
2018,"Monroe County, GA HUD Metro FMR Area",METRO31420N13207,533,651,748,1026,1269,40,Georgia,GA,0
2018,"Morgan County, GA HUD Metro FMR Area",METRO12060N13211,678,697,801,1165,1253,40,Georgia,GA,0
2018,"Murray County, GA HUD Metro FMR Area",METRO19140N13213,510,513,659,887,1061,40,Georgia,GA,0
2018,"Peach County, GA HUD Metro FMR Area",METRO47580N13225,510,579,694,908,945,40,Georgia,GA,0
2018,"Pulaski County, GA HUD Metro FMR Area",METRO47580N13235,485,574,659,936,1039,40,Georgia,GA,0
2018,"Rome, GA MSA",METRO40660M40660,520,561,691,922,1135,40,Georgia,GA,0
2018,"Savannah, GA MSA",METRO42340M42340,853,926,1063,1453,1697,40,Georgia,GA,0
2018,"Valdosta, GA MSA",METRO46660M46660,554,558,709,994,1249,40,Georgia,GA,0
2018,"Warner Robins, GA HUD Metro FMR Area",METRO47580M47580,587,705,828,1058,1314,40,Georgia,GA,0
2018,"Kalawao County, HI HUD Metro FMR Area",METRO27980N15005,1126,1295,1623,2361,2859,40,Hawaii,HI,0
2018,"Maui County, HI HUD Metro FMR Area",METRO27980N15009,1124,1292,1619,2355,2852,40,Hawaii,HI,0
2018,"Urban Honolulu, HI MSA",METRO46520M46520,1352,1527,2031,2954,3525,40,Hawaii,HI,1
2018,"Boise City, ID HUD Metro FMR Area",METRO14260M14260,552,676,866,1251,1456,40,Idaho,ID,0
2018,"Butte County, ID HUD Metro FMR Area",METRO26820N16023,475,540,710,1026,1162,40,Idaho,ID,0
2018,"Coeur d'Alene, ID MSA",METRO17660M17660,626,641,848,1213,1494,40,Idaho,ID,0
2018,"Gem County, ID HUD Metro FMR Area",METRO14260N16045,504,594,790,1082,1095,40,Idaho,ID,0
2018,"Idaho Falls, ID HUD Metro FMR Area",METRO26820M26820,494,558,739,1036,1207,40,Idaho,ID,0
2018,"Lewiston, ID-WA MSA",METRO30300M30300,511,584,777,1012,1264,40,Idaho,ID,0
2018,"Logan, UT-ID MSA",METRO30860M30860,448,573,702,1021,1195,40,Idaho,ID,0
2018,"Pocatello, ID MSA",METRO38540M38540,459,541,719,1002,1266,40,Idaho,ID,0
2018,"Bloomington, IL  HUD Metro FMR Area",METRO14010M14060,613,677,894,1229,1534,40,Illinois,IL,0
2018,"Bond County, IL HUD Metro FMR Area",METRO41180N17005,492,612,721,904,1107,40,Illinois,IL,0
2018,"Cape Girardeau, MO-IL MSA",METRO16020M16020,527,530,703,1008,1119,40,Illinois,IL,0
2018,"Champaign-Urbana, IL MSA",METRO16580M16580,615,695,849,1076,1386,40,Illinois,IL,0
2018,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",METRO16980M16980,879,1014,1180,1501,1794,40,Illinois,IL,1
2018,"Danville, IL MSA",METRO19180M19180,473,568,741,929,1039,40,Illinois,IL,0
2018,"Davenport-Moline-Rock Island, IA-IL MSA",METRO19340M19340,515,607,778,1013,1137,40,Illinois,IL,0
2018,"De Witt County, IL HUD Metro FMR Area",METRO14010N17039,539,542,670,928,929,40,Illinois,IL,0
2018,"Decatur, IL MSA",METRO19500M19500,487,584,764,1048,1067,40,Illinois,IL,0
2018,"DeKalb County, IL HUD Metro FMR Area",METRO16980MM2050,635,720,958,1326,1592,40,Illinois,IL,0
2018,"Grundy County, IL HUD Metro FMR Area",METRO16980MM3170,698,813,1081,1467,1472,40,Illinois,IL,0
2018,"Jackson County, IL HUD Metro FMR Area",METRO16060N17077,454,566,712,965,970,40,Illinois,IL,0
2018,"Kankakee, IL MSA",METRO28100M28100,567,668,889,1206,1441,40,Illinois,IL,0
2018,"Kendall County, IL HUD Metro FMR Area",METRO16980MM3780,915,921,1225,1782,2158,40,Illinois,IL,0
2018,"Macoupin County, IL HUD Metro FMR Area",METRO41180N17117,457,504,670,914,964,40,Illinois,IL,0
2018,"Peoria, IL MSA",METRO37900M37900,549,610,778,994,1128,40,Illinois,IL,0
2018,"Rockford, IL MSA",METRO40420M40420,516,584,777,1047,1130,40,Illinois,IL,0
2018,"Springfield, IL MSA",METRO44100M44100,555,636,826,1067,1125,40,Illinois,IL,0
2018,"St. Louis, MO-IL HUD Metro FMR Area",METRO41180M41180,609,692,896,1187,1388,40,Illinois,IL,0
2018,"Williamson County, IL HUD Metro FMR Area",METRO16060N17199,520,523,696,963,1226,40,Illinois,IL,0
2018,"Anderson, IN HUD Metro FMR Area",METRO26900M11300,467,568,732,954,1109,40,Indiana,IN,0
2018,"Bloomington, IN HUD Metro FMR Area",METRO14020MM1020,678,709,920,1208,1620,40,Indiana,IN,0
